Unnamed: 0,name,time,brand,post,date,Location,posted,Thanked,predicted_class,sentiment_score
421, devil_klm , 17:26 ,BHPian,Trying to finalize magnite. One of the se is pushing me on booking before august saying a price change is there by then. Any news on this?, 28th July 2023,Chicago,453,300,All-Wheel/4-Wheel Drive,Neutral
422, Bumblebee , 20:00 ,Newbie," Quote: Originally Posted by devil_klm Trying to finalize magnite. One of the se is pushing me on booking before august saying a price change is there by then. Any news on this? I too heard about a price hike around first week of August from the SA. But, couldn't find anything about that anywhere online.", 28th July 2023,Chennai,13,2,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Neutral
423, raptor_diwan , 20:38 ,BHPian," Quote: Originally Posted by Bumblebee I too heard about a price hike around first week of August from the SA. But, couldn't find anything about that anywhere online. Is the price hike from Nissan's side, or are they indicating a tax increase in TN? It's true that a price hike proposal has been made in TN, but it's uncertain when it will be implemented. Link", 28th July 2023,MAS,653,3228,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
424, devil_klm , 22:04 ,BHPian," Quote: Originally Posted by raptor_diwan Is the price hike from Nissan's side, or are they indicating a tax increase in TN? It's true that a price hike proposal has been made in TN, but it's uncertain when it will be implemented. Link I am making my booking from Kerala, and it appears to be a Nissan hike. I proceeded with booking the XV Premium CVT variant. The Magnite was initially launched in 2020. Have there been any updates or announcements regarding a facelift or a new generation of this car? Whats the usual lifecycle of Nissan vehicles?", 28th July 2023,Chicago,453,300,"Brakes, Wheels or Tires",Positive
425, Bumblebee , 23:49 ,Newbie," Quote: Originally Posted by devil_klm I am making my booking from Kerala, and it appears to be a Nissan hike. I proceeded with booking the XV Premium CVT variant. Do you need to pay the full cost of the car to lock in on the current price?", 28th July 2023,Chennai,13,2,Electric Motor/Battery,Negative
426, raptor_diwan , 10:42 ,BHPian," Quote: Originally Posted by madmax_rak Hi All While I'm writing this review, my beloved black beauty has crossed 74000 km and is still going strong. I used to get a mileage of 13km - 15km in the city and 17km to 21km in the highway. If you are using cruise control, mileage will be around 22km-24km. The mileage appears to be remarkably impressive, especially when compared to what I've heard from other Magnite CVT users! Achieving 74k miles within 2-3 years is truly impressive, and it seems like you're thoroughly enjoying the vehicle without encountering any major issues, which is great to know. I wish you countless happy miles ahead! ", 29th July 2023,MAS,653,3228,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
427, ads295 , 12:57 ,BHPian,"@Madmax_rak Thank you so much for the review. The Magnite seems to be a fuss-free vehicle on whole - exactly like a Japanese car should be. I will be recommending this car to other people based on the many reviews I have seen on T-BHP. Considering that this was a brand new platform/vehicle and a brand new engine, the lack of issues is all the more pleasing. Usually there are teething issues which are found only when the guinea pigs i.e. the first batch of customers buy the vehicles and complain.", 29th July 2023,Rajkot,114,628,"Engine, Fuel System and Exhaust",Very Positive
428, HYDRAVI , 13:08 ,BHPian,I am another satisfed Nissan Magnite Owner. I bought CVT Turbo SV version in March 23 based on cost advantages since show room price was below 10 lakhs and hence tax advantages and on road price was 11.41 lakhs. Very good car and Very goood service so far. Headlights and seats are better in SV Premium of course. Excellent drivability. Best automatic.Intially I was getting 9kmpl in city . It improved to 10 now after driving 5k kms. I was told it will improve further as I drive more. In highway certainly it gave more than 13kmpl. I did not adjust my natural fun loving driving style to get more FE. In today's market a VFM car., 29th July 2023,HYDERABAD,36,54,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
429, devil_klm , 13:14 ,BHPian, Quote: Originally Posted by Bumblebee Do you need to pay the full cost of the car to lock in on the current price? One dealership was asking me for that. But the one I chose didn't ask about it so far. But planning to close it soon., 29th July 2023,Chicago,453,300,Electric Motor/Battery,Neutral
430, kamilharis , 14:11 ,BHPian," Quote: Originally Posted by madmax_rak Magnite as my first car. Wishing you a lot more miles on your Magnite. Congrats! Quote: Originally Posted by devil_klm Trying to finalize Magnite. Magnite is such a VFM car irrespective of the variant and Engine+Gearbox combination you pick. I would say that the Non-turbo variant is just an average car but the turbo variant is such a beautiful car to drive. Never drove the CVT variant but the Manual turbo was so good on the highways. Gearshift was a bit notchy though! The only downside is the okayish quality of interiors, poor air throw from the AC vents, etc.", 29th July 2023,Saudi/Kerala,645,2221,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
431, swiftvxi06 , 20:27 ,BHPian," Quote: Originally Posted by madmax_rak Hi All While I'm writing this review, my beloved black beauty has crossed 74000 km and is still going strong. Congratulations @madmax_rak and thanks for sharing a detailed review of your Black Beauty clocking 74k kms. Great to see your car returning very good mileage. Wish you loads of more happy kms with your Black Beauty (Magnite CVT).", 29th July 2023,Kolkata,114,587,All-Wheel/4-Wheel Drive,Very Positive
432, prince707 , 22:58 ,BHPian,"Went to the Okhla Nissan showroom with Wifey yesterday. We test-drove the CVT vehicle and both of us took turns. I liked it except for the weird noise while braking at slow speeds. The interior quality was so-so, I didn't like the feel very much. But nevertheless, the VFM proposition of Magnite is unmatched. The salesperson discussed the pricing and offers after the TD and showed me the official mail from Nissan regarding the price hike starting in August. I was disheartened as I was planning to take it by August end. Also, Red color CVT variant wasn't available readily. What further disheartened me was the salesperson saying that the price won't be frozen after the hike is announced, even if I make the booking now. During the test drive and the discussion around pricing, wifey maintained a strange silence, I felt that something was amiss. After we walked away from the dealership, I asked her, why she was silent and how she felt about the car and the overall experience during TD. She then finally gave her verdict in a one-liner ""Wo feel nahi aayi is gaadi me"" (I didn't get that feel). I asked her what kind of feeling she was expecting, to which she said ""Magnite andar se baithne me premium nahi lagi utni"" (Magnite doesn't feel premium from inside). The she immidiately directed me to the Tata Showroom a few hundred meters away, and we checked out Nexon and test drove the AMT version. She looked quite satisfied with the experience and said to me ""Nexon lagti hai feel wali gaadi, bahar andar dono se"" (Nexon feels like a great car both inside and outside). Now that she is fixed on to Nexon AMT, my Magnite CVT dream is broken :( . Magnite CVT was the only proper automatic car in my budget 11-12 OTR, but now we'll soon be booking Nexon AMT at a dealership near our place, because waiting for the Nexon facelift would be futile, as there is no hint about its launch dates (most probably it will be launched after December) and prices will further increase by then. Moreover, the DCA Nexon will definitely be around 13-15 OTR. With this price hike, it would be difficult for Magnite to retain the most VFM Sub 4 m SUV tag. Especially for the CVT XV trim, which is just below 10L ex showroom, if it goes beyond 10L, people will have to shell out 30-50k more on registration charges in many states.", 30th July 2023,Noida,28,18,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
433, devil_klm , 23:12 ,BHPian,Has anyone received an update on the price hike? The dealership claims they haven't heard anything from Nissan yet. Could this be a marketing tactic?, 5th August 2023,Chicago,453,300,Electric Motor/Battery,Neutral
434, Bumblebee , 08:29 ,Newbie, Quote: Originally Posted by devil_klm Has anyone received an update on the price hike? The dealership claims they haven't heard anything from Nissan yet. Could this be a marketing tactic? I heard from multiple dealers that they have received official email from Nissan that there would be a price hike in August. Exact date is unknown., 6th August 2023,Chennai,13,2,Climate Control - Heating & Cooling (broken or difficult to use),Neutral
435, Refan , 17:12 ,Newbie," Quote: Originally Posted by prince707 Went to the Okhla Nissan showroom with Wifey yesterday. We test-drove the CVT vehicle and both of us took turns. I liked it except for the weird noise while braking at slow speeds. The interior quality was so-so, I didn't like the feel very much. But nevertheless, the VFM proposition of Magnite is unmatched. The salesperson discussed the pricing and offers after the TD and showed me the official mail from Nissan regarding the price hike starting in August. I was disheartened as I was planning to take it by August end. Also, Red color CVT variant wasn't available readily. What further disheartened me was the salesperson saying that the price won't be frozen after the hike is announced, even if I make the booking now. During the test drive and the discussion around pricing, wifey maintained a strange silence, I felt that something was amiss. After we walked away from the dealership, I asked her, why she was silent and how she felt about the car and the overall experience during TD. She then finally gave her verdict in a one-liner ""Wo feel nahi aayi is gaadi me"" (I didn't get that feel). I asked her what kind of feeling she was expecting, to which she said ""Magnite andar se baithne me premium nahi lagi utni"" (Magnite doesn't feel premium from inside). The she immidiately directed me to the Tata Showroom a few hundred meters away, and we checked out Nexon and test drove the AMT version. She looked quite satisfied with the experience and said to me ""Nexon lagti hai feel wali gaadi, bahar andar dono se"" (Nexon feels like a great car both inside and outside). Now that she is fixed on to Nexon AMT, my Magnite CVT dream is broken :( . Magnite CVT was the only proper automatic car in my budget 11-12 OTR, but now we'll soon be booking Nexon AMT at a dealership near our place, because waiting for the Nexon facelift would be futile, as there is no hint about its launch dates (most probably it will be launched after December) and prices will further increase by then. Moreover, the DCA Nexon will definitely be around 13-15 OTR. With this price hike, it would be difficult for Magnite to retain the most VFM Sub 4 m SUV tag. Especially for the CVT XV trim, which is just below 10L ex showroom, if it goes beyond 10L, people will have to shell out 30-50k more on registration charges in many states. Why dont you try kiger RXT/RXZ ? It has better interiors than magnite. Most of the other features are almost same.", 12th August 2023,Bengaluru,7,17,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
436, Small Bot , 17:26 ,BHPian," Quote: Originally Posted by madmax_rak Hi All While I'm writing this review, my beloved black beauty has crossed 74000 km and is still going strong. 74K kms? Whoa, that's probably what I'd do in not less than 6 years. Does your work involve a lot of driving, if I may ask?", 12th August 2023,Madras,397,1787,All-Wheel/4-Wheel Drive,Very Positive
437, SideView , 12:06 ,BHPian, Quote: Originally Posted by madmax_rak Hi All 3. Right side DRL had become yellowish colour. Service center had suggested replacing the DRL. Cost was around 5000. So I have not replaced it yet. It ison hold as of now. Madmax Thanks for the review. Shouldnt the issue with DRL be covered under warranty? What excuse are they giving?, 13th August 2023,Bengaluru,602,1661,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
438, madmax_rak , 19:26 ,Newbie," Quote: Originally Posted by SideView Shouldnt the issue with DRL be covered under warranty? What excuse are they giving? Hi, standard warranty was already over. I have an extended warranty. But as per the service advisor lights are not covered under extended warranty Quote: Originally Posted by Small Bot Does your work involve a lot of driving, if I may ask? Yes. I work for a home appliances company and would be traveling 10-15 days in a month.", 15th August 2023,Cochin,15,49,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
439, SideView , 22:32 ,BHPian," Quote: Originally Posted by madmax_rak Hi, standard warranty was already over. I have an extended warranty. But as per the service advisor lights are not covered under extended warranty One thing I have learned from Nissan SAs is that never to trust them, can you double check in the extended warranty booklet if it explicitly mentions that. Never take their word for it. For anything we need to tooth and nail to get it with Nissan under warranty especially extended warranty. But once warranty is over magically issue start popping up.", 15th August 2023,Bengaluru,602,1661,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
440, NagarjunaB , 15:46 ,Newbie,"I noticed that certain driving styles can get good FE/Mileage on CVT. If you are already aware, please ignore, just sharing info. It looks like CVTs hate acceleration(could be the same with manual too, but it looks like its worst with CVTs, my Access 125 bike behaves the same). The less time you spend pressing further down the accelerator the more FE/Mileage you are going to get. You can do either of below 1. Keep pressing down the accelerator linearly (don't want to put too much pressure on the engine/transmission) until you reach desired speed. Once you reach the desired speed, hold the accelerator where it is now to maintain constant speed. 2. Instead of holding the accelerator at certain level(as mentioned in #1), keep releasing and pressing the accelerator every now and then. You don't want to release the accelerator for too long, otherwise the speed of vehicle will drop very much and the burden to get up to the desired speed will be on the accelerating phase. I see this driving style in bus drivers. I guess what I am describing above is nothing new and is just what is known as non-aggressive driving style. But just sharing this info so that this might come useful for fellow BHPians.", 24th August 2023,Hyderabad,10,7,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
441, raptor_diwan , 14:43 ,BHPian," Quote: Originally Posted by Transmission There is no jerk when shifting from any gear to D. The jerk happens only when I release the brake - even if its about 5 seconds after D had been selected. For clarity here is the sequence of events: I assume this is the one you are referring to. The manual does indeed mention this behavior. Was it a heavy jerk, or has the issue been resolved?", 26th August 2023,MAS,653,3228,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Negative
442, Transmission , 01:23 ,BHPian," Quote: Originally Posted by raptor_diwan Was it a heavy jerk, or has the issue been resolved? It could be just this - I don't really hear a noise, only feel the small jerk. Its not gone, still there just as much as before. Only that now I know if I release the brake quickly during the start, then there is no jerk most of the time, so that's what I do. Its not a big deal to me as long as its not a malfunction...", 27th August 2023,Bangalore,169,381,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Negative
443, raptor_diwan , 14:41 ,BHPian," Quote: Originally Posted by Transmission It could be just this - I dont really hear a noise, only feel the small jerk. Its not gone, still there just as much as before. Only that now I know if I release the brake quickly during the start, then there is no jerk most of the time, so thats what I do. During the service, ask them to disable ABS and test this behavior. If the issue does not occur after disabling ABS, it could be related to the previously mentioned factor not a malfunction. If the issue persists, further investigation is necessary.", 27th August 2023,MAS,653,3228,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
444, Transmission , 00:58 ,BHPian," Quote: Originally Posted by raptor_diwan During the service, ask them to disable ABS and test this behavior. If the issue does not occur after disabling ABS, it could be related to the previously mentioned factor not a malfunction. If the issue persists, further investigation is necessary. Yeah, that's probably the best course of action. That said the service here in Bangalore is mostly by one chain (Surya Nissan) and the quality is pathetic. I have little faith in their abilities (or willingness) to help me with this issue - I fully expect them to try to convince me that everything is absolutely normal In other updates, I have run a little over 4700kms now in 5 months and so far - touchwood - no issues from the car. Updates/adjustments/observations so far:Fixed some minor rattling issues in the doors myself - * It was caused by the morons at the dealership ripping apart the plastic vapour barrier inside the doors like it didn't matter when installing the tech pack speaker upgrades. These torn vapour barriers vibrate when you have certain kind of uneven roads creating a weird plastic-sheet-vibrating sound. A separate minor rattling exists on the front right window near the A-pillar/ORVM-panel somewhere, will check it out and fix it myself when I have some time with the car (hopefully sometime next month) Recently got a proper upgrade on the sound quality - for free. Finally used that option called ""loudness"" in the audio settings - after ignoring it forever thinking its some stupid volume boost thingy - it wasnt. Its a major upgrade for the quality of sound. Bass is much more pronounced now (I use +4, 0, -2 for bass, mid and treble levels) to get a slightly bass-heavy sound. Music now sounds much fuller and a world better than before. I will install some dampening on the doors soon (I hope) and that should further improve the sound. ", 28th August 2023,Bangalore,169,381,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
445, vamsi.vadrevu , 09:34 ,BHPian," Quote: Originally Posted by Transmission I will install some dampening on the doors soon (I hope) and that should further improve the sound.[/list] Could you please do a tutorial sort of post on damping if you're going to do it yourself? I'm very interested in doing the damping myself too. But I'm not confident if I'll be able to do all of it without breaking stuff. I'd recently installed dash cam (front and rear) on my own and felt fairly confident about removing the interior trim and putting it back without any problem. The wiring is not visible and was rather easy. If the damping job turns out to be easy as well, I'm very eager to do it myself as I really love DIY ", 28th August 2023,Hyderabad,87,179,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
446, Transmission , 12:48 ,BHPian," Quote: Originally Posted by vamsi.vadrevu Could you please do a tutorial sort of post on damping if you're going to do it yourself? I'm very interested in doing the damping myself too. But I'm not confident if I'll be able to do all of it without breaking stuff. I'd recently installed dash cam (front and rear) on my own and felt fairly confident about removing the interior trim and putting it back without any problem. The wiring is not visible and was rather easy. If the damping job turns out to be easy as well, I'm very eager to do it myself as I really love DIY Will do. My car ownership thread is also long overdue now. Life has been busy with one thing after another for a few months and never got around to penning down that thread either Do you have any pics of the trims you removed? While I feel fairly confident with trim removal I still would like to know the location of clips (and types too if I can see them) so that I dont accidentally break anything while getting them off... So afar I have removed the door trims and the trims on the side/running board (and broke one replaceable clip in the process in the door). For the front + back dashcam I could get away with removing just one panel (the passenger side plastic running board cover) There are nearly no usable trim removal videos for the Magnite, so I'd like to know about the other panels + dashboard clip/screws if you have any pics of disassembling them ", 28th August 2023,Bangalore,169,381,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
447, Nj1611 , 20:40 ,Newbie,"Can anyone share the version of the app installed in car? I am from bangalore, and i am facing this peculiar problem of android auto getting disconnected whenever i am near the bellandur flyover approaching towards RMZ Ecospace. Cant figure out whether its an issue with my mobile or the cars software. I am using OnePlus 6. The exact error that I get is "" The wireless connection with your phone is unstable. Please move your phone closer to the access point or connect via USB"". Anyone else faced same problem? Does Magnite have list of supported devices?", 1st September 2023,BENGALURU,2,0,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
448, Transmission , 21:13 ,BHPian," Quote: Originally Posted by Nj1611 Can anyone share the version of the app installed in car? Does this happen when you have connected it via USB too (not just connected the phone to USB, but connected Android auto via USB > choose Android auto mode on the phone popup?) I have driven that road a few times and dont recall any disconnects in Android Auto (I usually connect the phone to USB port, but use Android Auto wirelessly by selecting the USB connection mode as ""Charging Only""). I play music most of the time, so if there was a disconnect I'd have noticed I think. My phone is Redmi Note 10 Pro Max.", 1st September 2023,Bangalore,169,381,"Brakes, Wheels or Tires",Very Positive
449, Nj1611 , 00:08 ,Newbie," Quote: Originally Posted by Transmission Does this happen when you have connected it via USB too (not just connected the phone to USB, but connected Android auto via USB > choose Android auto mode on the phone popup?) I also usually connect the same way. Connect the phone to USB port for charging and use Android auto wirelessly. Will try with some other phone and check this is happening or not.", 2nd September 2023,BENGALURU,2,0,"Brakes, Wheels or Tires",Neutral
450, volkman10 , 07:11 ,Distinguished - BHPian,"Nissan Magnite is the official car of the ICC men’s cricket world cup 2023. As part of the partnership with ICC for the World Cup 2023, Nissan has introduced a special ‘Kuro’ edition of the Magnite. The Magnite’s special edition will also be showcased during the trophy tour, and customers can stand a chance to win match tickets by taking selfies with the Magnite. Link ", 14th September 2023,--,23102,66612,Body Exterior and Paint,Very Positive
451, NS13 , 13:00 ,Newbie,"Hello BHPians, This is technically my first official post 😍 So, I got my hands on the New Nissan Magnite on 09/08/2023 and here's the opinion that I have formed in 30 days of driving it. N.B. - Model - Magnite XV turbo MT Colour - vivid blue and storm white Location - Kolkata Average daily drive - 20 kms. (Mostly congested) * My views are mostly based on my previous driving experience of driving Tatas and Mahindras for the last 15 years (and Marutis and Hyundais prior to that). Buying Experience: I 'd been driving a Tata Bolt XM revotron since 2015 and was considering a change and an upgrade for sometime. Come July 2023 and I made up my mind to finally execute the plan. Being a Tata loyalist my first choice was the Nexon (petrol) followed by the Nissan Magnite and the Maruti fronx. Tata Nexon - The tata showroom was my first visit and I was almost 50% inclined towards the Nexon. My budget allowed me the XM (S) version and I was kind of okay with compromising on the frills. However there were two dissuading factors for not proceeding with the Nexon. One, a very close friend already had the new Nexon (xz plus, BS6 ) and was utterly dissapointed with a mileage of 8.5 km/l even after owning it for over a year with 10k on the odo (I can vouch for the poor mileage of petrol Tata Cars having had two petrol Tata cars previously). Second, the exchange deal on my existing Tata Bolt was not worth a second negotiation, thus, ending my dream of owning the Nexon. Maruti Fronx - This was the third option on my list. And to be honest I am no fan of MSIL. Saying so, I must say that the Fronx is pretty. It's quite the looker and I was seriously considering the Fronx at this point. However my pocket was only deep enough to get hold of the Delta Plus 1.2 L model. It drove well, nice interiors, fairly well loaded with features however, what irks me is that MSIL cuts corners by not adding bare essentials like a rear parking camera or rear wiper on a car that has an ex showroom tag of 9 lakhs. However, I was willing to overlook these minor gripes. The only reason that prevented me from buying the Fronx after 2 test drives was the pick up of the car. May I dare say it was sluggish. Nissan Magnite - The second option on my list. 3 showroom visits, 2 test drives later the Magnite seemed the perfect fit for my requirements. My family (especially, mum) loved the looks of the car. It was a turbo charged petrol engine (which I was used to in the Tata Bolt), had adequate frills, sun/moon roof was never a criteria. Yes, I have a weakness for the turbo charged petrol motor. The showroom experience was okish. They were a little pushy, unwilling to negotiate at first. However, owing to a connection at Nissan India, I was able to pull a few strings and garner a fair discount on the car and also, the underbody anti rust rubber coating. After completing the loan formalities (seamlessly), I was finally called for delivery on 09/08/2023. The delivery experience was a 7.5 out of 10. ** I had sold my Tata bolt via OLX (advert not OLX auto) in the meanwhile. The Pros: 1. IMO the car looks quite nice to be honest. 2. Adequate gadgets and frills. 3. Peppy engine (has enough grunt when needed). 4. Personally I love the diamond cut alloy wheels on the magnite. 5. The android auto and apple car play works seamlessly. 6. The sound of the engine is pleasing to the ears. 7. The 6 speaker sound system is quite good (although the harman kardon on my bolt was better). 8. The ground clearance in commendable, have recently Waded through the water logged streets of Elgin Road effortlessly (the ones who stay in South Kolkata know what I mean) 9. Quite spacious. 10. Service centers seem quite responsive for now. 11. Ac is good 12. Comfortable seats The Cons: 1. Headlamps - The halogen headlamps are not upto the mark. Need to learn from the Tatas and Mahindras. 2. Suspension - Hard suspension. You can feel the thud over large potholes which are aplenty in Kolkata. Again Tatas and Mahindras are brilliant when it comes to suspension for the Indian terrains. 3. I am not a big fan of steel sheet fuel lids (they start rusing eventually) 4. Clutch has a pretty deep play. 5. Long gear throws. 6. Ac or blower vents missing for the rear passengers. Now most importantly, the mileage; To be honest I have only been following the MID on my car. And After having driven about 900 odd kms I am getting a mileage of 9.2km/l (my regular drive is generally on a very congested stretch), however I firmly believe this will get better post the first couple of service. Unfortunately, I haven't had the opportunity to take it out on a proper long drive on the highway to ascertain its highway mileage or engine capabilities. I do intend to do so soon. Opinions and comments are welcome. Drive safe and keep your seat belts on. Signing off. NS", 15th September 2023,Kolkata,4,29,"Brakes, Wheels or Tires",Very Positive
452, kovilkalai , 21:53 ,BHPian,"Welcome to the Magnite. I own the XV Premium Turbo CVT. This a peppy, serious value-for-money car that punches above its weight. The car does feel like it is built to a budget, but it delivers on practicality and performance. I have had it for one year now (11K kms) and I haven't had a single problem with it. Good in the city and great on the highway. I wonder why more people don't buy the Magnite-Kiger twins.", 16th September 2023,Bengaluru,180,498,All-Wheel/4-Wheel Drive,Very Positive
453, Highh5 , 22:50 ,BHPian," Quote: Originally Posted by volkman10 Nissan Magnite is the official car of the ICC mens cricket world cup 2023. As part of the partnership with ICC for the World Cup 2023, Nissan has introduced a special Kuro edition of the Magnite. Someone needs to wake up the Nissan leadership from their deep sleep. Don't know for how many years are they going to use the same car for ICC events. They have the perfect opportunity to market and launch their new flagship model X-Trail but looks like the launch of that car is still a few years away. By that time they will stop production of Magnite and then X-Trail will be their sole product.", 16th September 2023,"UP-14/15,",506,1239,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
454, NS13 , 08:12 ,Newbie,"Nissan has been banking on the Magnite for way too long without having done much on updating the car except for minor 'edition updates'. Given that the car is still selling 2000+ units in India every month despite being the only model with limited engine options shows that the car has somewhat garnered renewed hope in the Nissan brand (in India) therefore, this ICC event is it's best chance to get couple of new cars in the market including an EV and perhaps a proper SUV. I feel Nissan India is missing a trick here. If at some point Nissan decides to kill the Magnite to bring along new launches I believe that could prove fatal for them. Nissan should really learn a trick or two from Tata, Mahindra and MSIL in the way in which they are capturing the automotive market by having a product for everyone and then having an extra niche product. Having seen Nissan in the European market I wonder why Nissan is unable to launch newer better cars in India. Sad :(", 17th September 2023,Kolkata,4,29,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
455, Joe367 , 14:31 ,BHPian, Quote: Originally Posted by NS13 Model - Magnite XV turbo MT Colour - vivid blue and storm white Location - Kolkata Average daily drive - 20 kms. (Mostly congested) Strange that in Google feed the article heading was showing me CVT. 🤔 Is it a bug or something?, 22nd September 2023,Kochi,104,129,All-Wheel/4-Wheel Drive,Negative
456, NS13 , 15:09 ,Newbie, Quote: Originally Posted by Joe367 Strange that in Google feed the article heading was showing me CVT. 🤔 Is it a bug or something? Could possibly be a bug or perhaps the heading may have overlapped with another magnite review Hope the review was helpful., 22nd September 2023,Kolkata,4,29,All-Wheel/4-Wheel Drive,Very Positive
457, swiftvxi06 , 12:49 ,BHPian, Quote: Originally Posted by Joe367 Strange that in Google feed the article heading was showing me CVT. 🤔 Is it a bug or something? Its showing image of my car. Its from the ownership thread - https://www.team-bhp.com/forum/test-...ip-review.html (Story of White Beauty | My Nissan Magnite Turbo XL | Ownership Review), 25th September 2023,Kolkata,114,587,All-Wheel/4-Wheel Drive,Positive
458, McLaren_P1 , 01:27 ,BHPian,I’m considering buying the Magnite. Can owners of the vehicle based in Pune share their experiences on servicing in Pune? The product is excellent - I only need to confirm service experience in Pune before I proceed. Thank you!, 29th September 2023,Pune,42,32,Body Exterior and Paint,Very Positive
