Unnamed: 0,name,time,brand,post,date,car name,location,posted,thanked,predicted_class,sentiment_score
857, Haze , 18:58 ,BHPian,"Can anyone confirm which variant of the facelifted Seltos comes with a 360 camera? Because according to the brochure I just downloaded, it turns out that the 360 camera is now an X-Line exclusive. So one cannot have both an easy to maintain shade, and 360 degree camera. If true, that's a very weird feature distribution. ", 8th October 2023,kia-seltos,Gurugram,54,180,"Steering, Handling or Ride",Very Positive
858, Mlada_Boleslav , 19:23 ,Newbie," Quote: Originally Posted by Haze Because according to the brochure I just downloaded, it turns out that the 360 camera is now an X-Line exclusive. That is a very confusing way to create a brochure but what they meant is only the feature shaded is additional in X-Line, the whole column is meant for GTX+ features so no change from before. ", 8th October 2023,kia-seltos,Hyderabad,23,15,"Brakes, Wheels or Tires",Very Negative
859, SeniorC , 19:31 ,BHPian," Quote: Originally Posted by Haze Can anyone confirm which variant of the facelifted Seltos comes with a 360 ° camera. Both GTX+ and X line get 360° camera. X line gets HUD as a main addition, besides some variations in colours and inserts.", 8th October 2023,kia-seltos,New,126,163,Features/Controls/Displays (broken or difficult to use),Neutral
860, bharathdonti , 19:33 ,BHPian," Quote: Originally Posted by Haze Can anyone confirm which variant of the facelifted Seltos comes with a 360 camera? Because according to the brochure I just downloaded, it turns out that the 360 camera is now an X-Line exclusive. So one cannot have both an easy to maintain shade, and 360 degree camera. If true, that's a very weird feature distribution. That's sad! Before they launched the S variants, the GTX+ had the 360 degree camera. I bought my GTX+ and it has the 360 degree camera", 8th October 2023,kia-seltos,Nizamabad,86,204,Electric Motor/Battery,Positive
861, nkvyas , 21:02 ,Newbie, Quote: Originally Posted by anilagdr Looks amazing. Can you share details of the PPf etc Thank you I've shared everything in detail earlier in the thread. Please see https://www.team-bhp.com/forum/offic...ml#post5634161 (2023 Kia Seltos Facelift Review) Pls note that the rates are cheaper since it's a Tier-2 city (as confirmed by the PPF detailer) In hyd I was getting the quote for 1.6+ lacs for the same thing (ceramic pro matte TPU ppf), 8th October 2023,kia-seltos,Hyderabad,24,91,Interior/Instrument Panel/Material Quality (broken or difficult to use),Very Positive
862, Mr Anderson , 21:45 ,BHPian," Quote: Originally Posted by nkvyas This is final look of my Xline after PPF and debadging. Attachment 2514462 Did they cover the fog light housing with ppf? And also there is a similar pattern in the rear bumper, was that too covered with ppf? What about the glossy rear view mirrors, spoiler and A-pillar on either side of the front glass? Did you get a glossy ppf done there?", 8th October 2023,kia-seltos,Raipur,104,249,Entertainment/Navigation/Connectivity (broken or difficult to use),Positive
863, Mlada_Boleslav , 10:40 ,Newbie, Quote: Originally Posted by niCo_neOz My SA said the same for Imperial Blue. He said they have sparkling silver and gravity grey ready in the yard. So maybe it's just a matter of dispatch to the respective dealerships Is there gravity grey in the new Seltos? I must be living under a rock if there is as I have not seen a single one in any of the pics or videos so far except the grey of the X-Line , 9th October 2023,kia-seltos,Hyderabad,23,15,Entertainment/Navigation/Connectivity (broken or difficult to use),Very Positive
864, actinium15 , 11:35 ,BHPian," Quote: Originally Posted by Mlada_Boleslav Is there gravity grey in the new Seltos? As an owner of one, I can attest that the Gravity Grey in Seltos 2023 face-lift exists beyond the brochure, for real ", 9th October 2023,kia-seltos,Delhi,70,72,Body Exterior and Paint,Positive
865, Formula1Fan , 11:52 ,Newbie," Quote: Originally Posted by Chugh_H I had initially booked the HTX+, but then moved my booking to GTX+ after price announcement. hi, I am considering the Seltos as my next upgrade, still in 2 minds between diesel and petrol, my daily running is around 30-35 kms, primarily in the city, with 200-250 kms drive once in 2 months, can you please confirm on the mileage that you are getting in different driving conditions, I have heard very low numbers, down to 6-8 kmpl in city driving conditions. Don't want to buy a diesel with uncertainty looming around diesel cars and various DPF issues.", 9th October 2023,kia-seltos,Pune,10,13,"Brakes, Wheels or Tires",Very Negative
866, Chugh_H , 12:18 ,BHPian," Quote: Originally Posted by Formula1Fan hi, I am considering the Seltos as my next upgrade, still in 2 minds between diesel and petrol, my daily running is around 30-35 kms, primarily in the city, with 200-250 kms drive once in 2 months, can you please confirm on the mileage that you are getting in different driving conditions, I have heard very low numbers, down to 6-8 kmpl in city driving conditions. Don't want to buy a diesel with uncertainty looming around diesel cars and various DPF issues. I have not measured my FE tank-to-tank method, what the on-screen computer shows me varies between 6-7 kmpl if there's heavy crawling traffic on my way, to ~12 kmpl when I am driving normally and there's not a lot of bumper-to-bumper I encounter. My daily drive is ~15kms one way with mix of both crawling speeds and an open expressway (where I can touch 100 kmph easily). I take 50 mins to travel this ~15kms so you can have an idea of the average speed. For every such trip, I see ~10.5 kmpl on the MID on most occasions. On weekends, I travel about 30kms one way between Gurgaon to central Delhi (takes me about 45-50 mins) and the MID usually quotes 12+ kmpl on this trip. All numbers with 100% AC, and idle engine stop switched off from the first roll of tyres. I have an outstation trip planned with this car on 20th of this month where I'll cover ~600 kms, I can have more updates for you then. ", 9th October 2023,kia-seltos,Delhi,41,222,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
867, smoes , 13:27 ,BHPian,This is how much I could eek out of the car on a highway run with a very light foot. Even a slight bit of spirited acceleration brings down the fuel economy rapidly. Drives within the city give me ~9-12KMPL depending on the traffic. Edit -> These figures are for the Turbo Petrol, 9th October 2023,kia-seltos,Chennai,41,234,All-Wheel/4-Wheel Drive,Positive
868, niCo_neOz , 08:22 ,Newbie,"So a happy, and a not so happy news. I took delivery of my HTX IVT( Imperial Blue ) yesterday. All went smooth at the showroom and the delivery was prompt without any hassle. Car is a looker, and that color is just great! So, reached the temple for the pooja, and was performing the rites when a drunk auto driver rear rammed and just scrammed away. It has left a dent and a 7 inch groove just below the number plate. Any idea how much this will cost me ?", 10th October 2023,kia-seltos,Chennai,22,10,Body Exterior and Paint,Very Positive
869, true_sedan , 08:48 ,BHPian," Quote: Originally Posted by jazzy Last week I got filled up with V-power unleaded petrol, on a relative's suggestion that it would help keep the engine cleaner in the long run. Yesterday I noticed, on accelarating, the car made a louder noise. It isn't knocking sound, just the regular sound of accelerating but definitely more than normal accelerating sound as it was earlier. It made me feel like I was driving a diesel car. I called up the service center and I am going to take the vehicle on Monday, to get it checked for any other issues that could cause this but has anyone noticed any difference in noise level on using a higher octane fuel? This is normal. When I filled up with Shell V Power for the first time in my Virtus GT I felt the engine gruffness too. It went away as soon as I switched back to regular XP95. Dont waste your time by visiting service centre. Once the existing fuel is at reserve level, fill up with your regular fuel. The gruffness should go away.", 10th October 2023,kia-seltos,Coimbatore,233,"1,000",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
870, nexdood , 10:45 ,Newbie,Is the My Convenience Plus package which costs 52k for 5 years for Diesel variants worth it? (Annual driving mileage of 20k kms), 10th October 2023,kia-seltos,Chennai,3,Once,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Positive
871, itzvicky201 , 11:39 ,BHPian," Quote: Originally Posted by niCo_neOz So a happy, and a not so happy news. It has left a dent and a 7 inch groove just below the number plate. Any idea how much this will cost me ? If you have taken my convinience plus package then, one scratch upto 12cms in your first 12 month ownership is covered by Kia servicing.", 10th October 2023,kia-seltos,KA03,136,171,Squeaks/Rattles - Water Leaks - Wind/Road Noise,Very Positive
872, ya3kan , 12:31 ,Newbie," Quote: Originally Posted by ashvek3141 On this note, I would like to ask the GTX+ owners - how has been it with the 'all-black' interiors? I know if you look at something day-in & day-out you kinda get used to it. But is it really a dealer breaker? Does it make the cabin look smaller than it actually is. The Seltos cabin (headroom especially) is already lesser than that of the Creta; and this all-black interiors makes it even worse. So I would like to understand from the existing owners, how has it been actually? P.S.: Please share your thoughts of the sunroof & it's cover closed. Opening the huge sunroof surely makes the cabin a lot airy. I also had the same fear as people were saying it's too claustrophobic and too dark. I loved the tan interior of HTX+ and I love all GT line features. I booked GT line because of the features. After seeing all the comments I was worried but I decided to go with features. I took delivery of my car last Wednesday and to be honest I was pleasantly surprised by the all black interiors. It looked really nice to me. I removed all the plastics the day I received it, and I like it. None of my fears turned true. It's premium and I didn't find it claustrophobic at all even with the sunroof closed. Now I like it more that it won't get dirty easily like other colours. Opening sunroof will make it even better(though front row passengesr won't feel much when the sunroof is open). After getting my car I'm feeling like the all black interior phobia is a bit over the top here. Unless you are coming from all white interiors like xuv700 or something I don't think you'll feel much there.", 10th October 2023,kia-seltos,Bengaluru,5,8,"Brakes, Wheels or Tires",Very Positive
873, Mlada_Boleslav , 12:44 ,Newbie," Quote: Originally Posted by nexdood Is the My Convenience Plus package which costs 52k for 5 years for Diesel variants worth it? (Annual driving mileage of 20k kms) At first I thought it is not worth it as I presumed it only covers maintenance, then realized it includes extended warranty and RSA too which makes it incredible value for money. I'd suggest to go for it.", 10th October 2023,kia-seltos,Hyderabad,23,15,"Engine, Fuel System and Exhaust",Very Positive
874, niCo_neOz , 13:49 ,Newbie," Quote: Originally Posted by itzvicky201 If you have taken my convinience plus package then, one scratch upto 12cms in your first 12 month ownership is covered by Kia servicing. Thanks! Ive opted for the My convenience plus package so will check with my SA on this. Can you please also suggest where can I see all the full benefits, such as the one you mentioned, for this ?", 10th October 2023,kia-seltos,Chennai,22,10,"Engine, Fuel System and Exhaust",Positive
875, wadewilson , 14:06 ,BHPian,"Took delivery of our Kia Seltos (GTX+ Diesel in White) on Friday, 6th October 2023. Have driven it for close to 350kms now and thought of penning my observations of the same in a brief format. Do note that I would be comparing it against my current ride, the XUV700 (AX7L AWD) which cost 1.5L more (introductory prices) than the current Seltos (Introductory Price) in my home state - I understand that they are from different segments but this is the car I have in my garage and so I will inevitably be comparing the two. Also, please note that these are my opinions and observations, your experience and opinion of the car might be different: LikesNo sound from front suspension unlike XUV700 - the suspension on the Seltos is a bit firm compared to the XUV700 but in my opinion, it handles potholes with aplomb and also feels more planted than my Creta. No issue with either of the two displays - No lag, no blank displays, no issues whatsoever. Really appreciate the fact that things work the way they're supposed to whereas in my XUV700, there are some times when I've had to navigate in reverse with no camera feed due to blank display issue which affects us to this day (have already mentioned the same in XUV700 thread). Excellent NVH levels - better than my 2018 Creta but I feel that it's on par with the XUV700 if not just slightly better. Smooth 360 degree camera feed and also front parking sensors (which were given a miss on the XUV700 by Mahindra). Ventilated Seats inbuilt from factory unlike in XUV700 where I've had to add it as an accessory. Auto-dimming IRVM - Missed this feature after upgrading from Creta since XUV700 despite its price has only manual IRVM. However, glad to have it back on the Seltos. No need to flip the IRVM up and down during nighttime Illuminated power window switches for front and back - was missing on my Creta 2018. Also, on the topic of power windows - all four doors get auto up-down feature which is a nice feature to have. Three point seatbelt for middle row passenger, as well as an adjustable headrest - something that is missing in XUV700. Paddle Shifters - Used it extensively on the 250km highway drive from the city to hometown and it was responsive and a joy to use. Auto-Headlamps and Wipers add to the convenience ADAS is a boon to use and has helped me a lot in the XUV700 and I'm sure it'll do the same on the Seltos. Kia Connect is much faster and easier to use compared to Adrenox. Also, the app doesn't endlessly keep on connecting to a server when sending a command. It works instantly. The Voice Assistant is so much better on the Seltos than Alexa on XUV700. Quick to execute commands and haven't had any command fail as of yet. DislikesCar's acceleration is on the slower side and it picks up speed linearly unlike the Creta (2018, 1.6L Diesel). Nothing wrong with the car but the car takes quite a long time to pick up speed. On a related note, 100kmph is reached at 2000rpm on 6th gear. I wish the car had a longer 6th gear. No light for the passenger side vanity mirror or the glovebox unlike in XUV700. Indicator stalks and wiper stalks do not get illumination which was problematic as I was driving a new car in the night time and had no idea where the Headlight ""ON"" position was and kept turning on the parking lamp instead. Headlights on the facelifted Seltos are average at best and I started to miss the excellent lights of the XUV700. 360 camera stitching especially on the left and right is not good unlike in XUV700. Also, no guidelines for the front camera and only guideline for top down view is possible. ADAS is intrusive at times and gets annoying unlike in XUV700. E.g. While trying to change lanes on the highway to avoid potholes, the steering brought me back to the previous lane and I had to go through several potholes. I turned off the Lane Keep Assist after that. Being used to ADAS on my XUV700, I thought the steering would vibrate and then let me turn since there were no cars behind me. So, I lightly turned the steering wheel (being used to the light steering of the XUV) but the car just brought me back to the previous lane. Also, the warnings that it keeps giving are ridiculous at times. When I headed out from the city, I had just exited the society's gate when the car gave me a warning to ""take a break"" - why would I want to take a break when I just started the car in the morning. Also, driving above 80, say around 85kmph or 90kmph, the car keeps giving me a warning to ""reduce speed"". Does anyone know any way to disable these warnings? Furthermore, multitude of options to control the ADAS suite make it confusing unlike XUV700 where everything is simple and well laid out. No Wireless AA/AC for top model while its available for lower trims. XUV700 has patchy AA/AC but atleast its there All Black Interiors are a letdown compared to the more beautiful interior on the HTX trim. While black would be easier to maintain, the all black interiors give the car a claustrophobic feeling (in my humble opinion - your opinion might vary) Sunglass Holder makes a rattling sound when driving over roads (both good and bad) - No such issue in my XUV700 or Creta. Sound system is average and sounds similar to my 2018 Creta minus the subwoofer. The front of the car has a USB Type-C as well as a USB Type-A port. However, AA and AC only works through the USB-A port; the type C port is for charging only. I have an iPhone 14 Pro Max and a Galaxy Z Fold 3 - one of them came with a Type-C to lightning connector and the other a Type-C to C connector. So, I was forced to search a computer store for Type-A to Type-C connector just so I could use Android Auto. I wish Kia had made the Type-C connector be the port for AA/AC instead of the Type-A port. ", 10th October 2023,kia-seltos,India,314,800,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
876, jazzy , 14:32 ,BHPian,"Very well put. On the issue of sunglass holder making rattling sound, I don't have any such issue. So, I guess, you should get it checked and fixed.", 10th October 2023,kia-seltos,Bengaluru,68,143,Drivetrain,Positive
877, NotanF1driver , 15:04 ,BHPian,"Seltos comes home I booked a Seltos GTX+ DCT on the 1st of July and got it delivered on 6 Oct. My previous car was a 2022 Safari XZA plus (I will pen down the reasons why I had switched in a later post). Initial impressions - all points are relative to Safari: 1. Good acceleration and engine response time. 2. Brakes are a bit too sharp, will take you by suprise the first few times. 3. Good fit and finish. 4. Suspension, though firm, I feel that it is a bit more comfier than Safari while going through expansion joints. I think the dampers are softer. 5. Steering is a breeze. Weighs up as it picks up speed. 6. Bose speakers are nowhere near JBLs in Safari. I can't pin point the reason, but I feel that some frequencies are compressed. Soundstage is an issue. 7. Headlights are ok and comparable to Safari. I did not drive in the rain where I felt Safari was bad and changed the fog lamps to a more powerful neutral colored LED. That option is not there here. I will post more details as time permits. Note: I have used object eraser feature to remove the license plate (though temp). Any distortion caused in that area is due to that.", 10th October 2023,kia-seltos,Kochi,104,477,"Brakes, Wheels or Tires",Very Positive
878, Mr Anderson , 16:01 ,BHPian,"So, after a bit of a delay due to my being out of town, I am finally done with the first free service of my X-Line 6AT after 40 days of purchase and driving around 880 km. Although I had the option to ask the dealership for a free pick-and-drop service, I decided to get it done right in front of my eyes. It took around 2 hours for the entire process to be completed. I had booked the service date and time well in advance. They started with cleaning the interiors first followed by a full car body wash. Polishing of claddings, tyres and alloys, and cleaning under the hood was done next. A general check-up was done. Brake oil was filled to the brim along with washer fluid. They took a final look beneath the car for any loose fittings, found none, and the car was ready for delivery. Overall, it was a smooth process. Attached below are the pictures of the car just before it got ready for delivery.", 10th October 2023,kia-seltos,Raipur,104,249,"Brakes, Wheels or Tires",Very Positive
879, itzvicky201 , 16:44 ,BHPian," Quote: Originally Posted by niCo_neOz Thanks! Ive opted for the My convenience plus package so will check with my SA on this. Can you please also suggest where can I see all the full benefits, such as the one you mentioned, for this ? Refer this link: https://www.kia.com/in/service/custo...eness/faq.html What is Scratch Care?", 10th October 2023,kia-seltos,KA03,136,171,All-Wheel/4-Wheel Drive,Very Positive
880, Mlada_Boleslav , 17:00 ,Newbie, Quote: Originally Posted by itzvicky201 Refer this link: It looks like a program for all buyers and not just for My Convenience opt-ins., 10th October 2023,kia-seltos,Hyderabad,23,15,All-Wheel/4-Wheel Drive,Positive
881, tp_dominator , 17:49 ,BHPian,"Hello All, I booked the Kia Seltos Xline D AT yesterday and will be taking delivery in November. I had a doubt and if any diesel owner has asked this to their respective dealerships, please let me know. Since the Seltos also now comes with a DEF tank, whose capacity is 12 litres AFAIK, are the DEF refills also covered under the My Convenience plan? I asked the SA but he did not know about it. Got to know if you have taken it and getting the car serviced in a different state, you need to pay an amount of Rs. 300 to transfer the MCP to the other state. In the same state, there is no restriction on the service center. However, if DEF refills are not covered (since the service cost calculator also doesn't mention it), it makes little sense for me to go ahead with it and would only take the extended warranty.", 10th October 2023,kia-seltos,Pune,197,945,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
882, ya3kan , 22:41 ,Newbie," Quote: Originally Posted by tp_dominator Hello All, I booked the Kia Seltos Xline D AT yesterday and will be taking delivery in November. I had a doubt and if any diesel owner has asked this to their respective dealerships, please let me know. Since the Seltos also now comes with a DEF tank, whose capacity is 12 litres AFAIK, are the DEF refills also covered under the My Convenience plan? I asked the SA but he did not know about it. Got to know if you have taken it and getting the car serviced in a different state, you need to pay an amount of Rs. 300 to transfer the MCP to the other state. In the same state, there is no restriction on the service center. However, if DEF refills are not covered (since the service cost calculator also doesn't mention it), it makes little sense for me to go ahead with it and would only take the extended warranty. There is no DEF/ DEF tank in Seltos. So you don't have to worry about ad blue. Seltos uses DPF filter instead. You need to drive your car >60kmph speed for 30 minutes once in a while to clear DPF filter.", 10th October 2023,kia-seltos,Bengaluru,5,8,Climate Control - Heating & Cooling (broken or difficult to use),Negative
883, tp_dominator , 23:14 ,BHPian," Quote: Originally Posted by ya3kan There is no DEF/ DEF tank in Seltos. So you don't have to worry about ad blue. Seltos uses DPF filter instead. You need to drive your car >60kmph speed for 30 minutes once in a while to clear DPF filter. Wrong! I was of the same opinion. However, this I have checked physically and I don't know when this was introduced but maybe in BS6 Phase 2. The Hyundai Creta also gets a DEF tank now. The confusion arises since there is no mention of it anywhere in the brochures and hence my query.", 10th October 2023,kia-seltos,Pune,197,945,"Brakes, Wheels or Tires",Very Negative
884, bijims , 04:46 ,BHPian," Quote: Originally Posted by ya3kan There is no DEF/ DEF tank in Seltos. So you don't have to worry about ad blue. Seltos uses DPF filter instead. You need to drive your car >60kmph speed for 30 minutes once in a while to clear DPF filter. DEF tanks were introduced in all Diesel cars from the Hyundai-Kia stable with the introduction of BS6 Phase 2. The Sonets and Seltos' in my family bought since April 2023 all have the DEF tank, however, the ones before that don't.", 11th October 2023,kia-seltos,Muscat,712,"2,212",Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
885, d_himan , 07:02 ,BHPian," Quote: Originally Posted by d_himan Call up Kia customer care. I received an email post that with a Concern # and Dealership marked. Received a call from the GM saying some system issue at Kia's end. Not yet solved, but at least I have an email trail. FYI - My Convenience Plus program got activated and showed up in the app a few minutes after I confirmed an OTP. The issue - a trivial amount (~2k) was showing as pending in the system and wasn't allowing further progress. It was sorted post-escalation to Kia customer car. So, at least the Kia escalation mechanism seems to work.", 11th October 2023,kia-seltos,Bombay,861,946,Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
886, bizi05 , 17:20 ,BHPian,"Hi Everyone, Need some suggestion, I am planning to take the delivery of my Seltos during Navaratri (as I am out of station). Yesterday I got a call from SA asking me to select the list of accessories, so that those will be installed before delivery. I have only selected Floor Mats, Boot Mat, Sceen Protector, and Number Plate Garnish. I need your suggestion, on Anti Rust Coating. Should I opt for Anti Rust coating, or is it better to skip this?", 11th October 2023,kia-seltos,Bangalore,43,109,"Engine, Fuel System and Exhaust",Negative
887, Sufficient_shop , 17:38 ,BHPian," Quote: Originally Posted by bizi05 Should I opt for Anti Rust coating, or is it better to skip this? Will you be using the car in Bangalore? Your bio says you are from Bangalore. If so, it's not a bad idea to go for anti-rust coating considering how bad the drainage systems are here with water logging every other day.", 11th October 2023,kia-seltos,Bangalore,190,331,"Engine, Fuel System and Exhaust",Very Positive
888, saisree , 19:18 ,BHPian," Quote: Originally Posted by Sufficient_shop If so, it's not a bad idea to go for anti-rust coating considering how bad the drainage systems are here with water logging every other day. IMO, anti-rust coating is required at places near to Sea and the new age cars are generally able to take all the water issues due to logging unless its submerged.", 11th October 2023,kia-seltos,"TN-11,",940,"2,427",Features/Controls/Displays (broken or difficult to use),Very Positive
889, Sufficient_shop , 19:22 ,BHPian," Quote: Originally Posted by saisree IMO, anti-rust coating is required at places near to Sea and the new age cars are generally able to take all the water issues due to logging unless its submerged. Yeah, generally coastal areas and flood prone areas are where anti-rust coating are recommended. But Bangalore's conditions have worsened so much with roads and even basements getting flooded/waterlogged in recent times. Anyway, it doesn't cost much, and can be considered at a later time as well.", 11th October 2023,kia-seltos,Bangalore,190,331,Climate Control - Heating & Cooling (broken or difficult to use),Neutral
890, bizi05 , 20:13 ,BHPian," Quote: Originally Posted by Sufficient_shop Will you be using the car in Bangalore? Your bio says you are from Bangalore. If so, it's not a bad idea to go for anti-rust coating considering how bad the drainage systems are here with water logging every other day. Thanks for the suggestion. Yes, I am from Bangalore and most of the time, it will be used in Bangalore and neighboring states.", 11th October 2023,kia-seltos,Bangalore,43,109,Features/Controls/Displays (broken or difficult to use),Very Positive
891, bharathdonti , 14:52 ,BHPian,"This is the best mileage I managed to achieve during my recent highway trip with the GTX+ Diesel AT, and I'm thoroughly enjoying my new Seltos. I'm content with the decision to upgrade from my 2017 1.3 S-Cross", 12th October 2023,kia-seltos,Nizamabad,86,204,Drivetrain,Very Positive
892, true_sedan , 17:00 ,BHPian,"I had a very unpleasant experience at Pressana Kia in Coimbatore. I had booked the GTX+ Diesel AT with Kcode on July 14 and was allotted one on September third week. I refused the first allotment in August as I was out of the station for two weeks and was not ready to buy a car without PDI or a test drive. After weeks of waiting, my dealership executive called me one fine day and asked me to come visit the showroom for a test drive. It was the first day of the new Seltos test drive and I wanted to try out the brand new car before it was abused. I went to the showroom at 3:30 PM with my wife, excited about trying out the car. But the brand new test drive car was not available or anywhere to be seen. It was taken to a temple for the traditional new car puja. The worst part was that the dealership executive gave a wrong commitment and fled the showroom when I arrived. I called him up and gave him an earful. I told him to bring the car to my home location for a test drive as I wouldn’t be coming back to the showroom. And the next day voila he brought the Petrol DCT instead of Diesel AT. He even tried to convince me that the performance of both cars are same. The sheer incompetence of the dealership executive was amazing and comical. He promised to get the diesel as soon as it was available but I never got that test drive. After this tryst with fate, I had forgotten about the Seltos booking as the XUV700 knocked the socks out of my feet with its performance. By then I had decided to cancel the Seltos not only because of the sedate nature of the diesel as reported by many in the forum but also because of the poor dealership experience. I called the showroom just to enquire about the status of the car to satisfy my curiosity. Another shocker. Apparently, my dealership executive had “resigned” from the job earlier that month. Another executive was assigned to my booking and he sounded polite at first. But as soon as I asked him to cancel my booking he turned cold. He stopped responding to my enquiry on how to proceed with the cancellation. He finally sent me one text - an email ID without explaining anything. How irrational dealership executives turn as soon as a customer cancels a booking. After three weeks of no communication from the dealership on my cancellation request, I finally complained to Kia customer care and all of a sudden things started to move at a frantic pace. The Customer Relationship Manager(CRM) reached out to me and apologised for the bad experience. My booking was cancelled on the same day and a cheque was given for the entire booking amount without deductions the next day. I had to go through Kia India customer care to move the dealership to cancel my booking. The overall experience left a bad taste in my mouth and I will certainly think twice before recommending Pressana Kia. PS: I received the refund in the form of a cheque and it demands a visit to the bank to get it encashed even for a booking done online with a debit card. This is supposedly the showroom policy. Just thought it was worth mentioning to warn all prospective people looking to cancel their booking.", 12th October 2023,kia-seltos,Coimbatore,233,"1,000",Climate Control - Heating & Cooling (broken or difficult to use),Very Negative
893, marathp , 18:11 ,BHPian,"Team, Need suggestions from the experts here. I am mostly a sedate driver with 70% city driving. Which variant would you suggest in Seltos as a next car? I was considering Seltos IVT, but didn't like the grey interiors. Will it be a bad idea to go for DCT as my majority driving is in the city? I am bit reluctant due to the possible DCT issues reported. What is the expected mileage in the DCT+Turbo combination? Could you please comment? Thanks!", 12th October 2023,kia-seltos,Bangalore,134,33,"Engine, Fuel System and Exhaust",Very Negative
894, multiloop , 18:59 ,BHPian," Quote: Originally Posted by true_sedan PS: I received the refund in the form of a cheque and it demands a visit to the bank to get it encashed even for a booking done online with a debit card. This is supposedly the showroom policy. Just thought it was worth mentioning to warn all prospective people looking to cancel their booking. Hello. Sorry to hear about your experience. My cancellation experience was smooth. I had dropped an email telling about my cancellation decision, on the same mail that I had received from the dealership confirming my booking (I had booked via the K-code). My executive, his boss and the finance folks were already marked on that email. A WhatsApp group was also created amongst the same people. The following morning, I received a call from the boss who asked me the reason for cancellation. I explained to him and he seemed to understand (dark roof liner and claustrophobic cabin). He then committed for the refund within ten business days. I sent a reminder on the ninth day on the WhatsApp group and received the full amount as NEFT in my account the following day. My dealership was Autobahn, Prabhadevi, Mumbai.", 12th October 2023,kia-seltos,Mumbai,39,21,Climate Control - Heating & Cooling (broken or difficult to use),Positive
895, true_sedan , 19:54 ,BHPian," Quote: Originally Posted by marathp Team, Need suggestions from the experts here. I am mostly a sedate driver with 70% city driving. Which variant would you suggest in Seltos as a next car? Will it be a bad idea to go for DCT as my majority driving is in the city? Wouldnt recommend the DCT for city driving. Apart from over heating issues the Seltos DCT has notoriously low city mileage figures as reported in the forum. Some members have reported 7-8 kmpl which is way less compared to other turbo petrol DCT brands in the market. Your best bet would still be the IVT or the diesel.", 12th October 2023,kia-seltos,Coimbatore,233,"1,000",Entertainment/Navigation/Connectivity (broken or difficult to use),Positive
896, SeniorC , 21:58 ,BHPian," Quote: Originally Posted by marathp Team, Need suggestions from the experts here. Could you please comment? Thanks! The price difference between HTX plus DCT and GTX plus DCT is minimal even after the increase in prices. So between these two, GTX+ DCT is a better option. HTX IVT saves a bit of money on OTR prices as compared to HTX+DCT and could be a good option. The second thing to consider is your monthly milage. If it is high, then diesel AT may be a good option or stick with petrol IVT. If your milage is not high, then do consider GTX+DCT as getting few kmpl more in IVT will not give you the benefits that you get in the former. Interior colours are of course your choice. Now I don't even notice the all black interiors of DCT+DCT, they are fine.", 12th October 2023,kia-seltos,New,126,163,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
897, Flasshhhh , 22:13 ,BHPian," Quote: Originally Posted by SeniorC The price difference between HTX plus DCT and GTX plus DCT is minimal even after the increase in prices. So between these two, GTX+ DCT is a better option. HTX IVT saves a bit of money on OTR prices as compared to HTX+DCT and could be a good option. The second thing to consider is your monthly milage. If it is high, then diesel AT may be a good option or stick with petrol IVT. If your milage is not high, then do consider GTX+DCT as getting few kmpl more in IVT will not give you the benefits that you get in the former. What are your views on HTX+ iMT variant. If I go for petrol, will it be a better choice than DCT for city usage? Interior colours are of course your choice. Now I don't even notice the all black interiors of DCT+DCT, they are fine. Quote: Originally Posted by true_sedan Wouldnt recommend the DCT for city driving. Apart from over heating issues the Seltos DCT has notoriously low city mileage figures as reported in the forum. Some members have reported 7-8 kmpl which is way less compared to other turbo petrol DCT brands in the market. Your best bet would still be the IVT or the diesel. Diesel for city usage, will there not be DPF issues after BS-6 norms?", 12th October 2023,kia-seltos,Jodhpur,63,74,Climate Control - Heating & Cooling (broken or difficult to use),Very Positive
898, cos2bh , 02:06 ,BHPian," Quote: Originally Posted by bizi05 Hi Everyone, Need some suggestion, I am planning to take the delivery of my Seltos during Navaratri (as I am out of station). Yesterday I got a call from SA asking me to select the list of accessories, so that those will be installed before delivery. I have only selected Floor Mats, Boot Mat, Sceen Protector, and Number Plate Garnish. I need your suggestion, on Anti Rust Coating. Should I opt for Anti Rust coating, or is it better to skip this? Do not go for a Screen Protector, as my SA and the Accessories manager confirmed to me that the screens are Gorilla glass and a protector is not needed. They will not scratch. If you are going for a My Convenience package with a Preventive Care pack, then the available services under that are:  Under body Protection (As per my SA, this is Anti Rust Coating)  Rodent Repellent ", 13th October 2023,kia-seltos,Gurgaon,43,62,"Steering, Handling or Ride",Positive
