,name,time,brand,post,date,car name,location,posted,thanked
103, RM Motorsports , 12:45 ,Senior - BHPian,"I picked up a Baleno Alpha CVT in December 2019. I had a choice between Baleno or Glanza. I got a finger licking discount on Baleno compared to Glanza. I wanted a Glanza due to high service standard offered by Toyota, and I asked Toyota to offer me the deal Nexa was offering but they didn't. But after getting 2 car services done at Nexa, I was absolutely in praise with what Nexa offered. Another reason I picked the Baleno was the widespread network of Maruti / Nexa service centers. I love going for road trips every couple of months. Maruti has service centers at every nook and corner in India.", 6th September 2020,toyota-glanza-vs-maruti-baleno,Mumbai,"1,238","5,027"
104, gopaneel , 00:11 ,BHPian,"I have booked and taken delivery of a Glanza G in December. Primary reason to go for the Glanza and not the Baleno was the Baleno Zeta being 30k dearer than the Glanza G. Other reasons were:Nexa mentioned Zeta was out of stock and seemed more interested in pushing the Delta or Alpha than taking bookings for the Zeta Toyota's reputation for good service and service centres being less crowded than Maruti 3 year warranty from Toyota compared to 2 years from Maruti Considering these points, I can't really understand why the Glanza does not sell more. I did wonder about these questions. Is it because customers are not aware of the price difference (I think 30k is significant) or is it just because the reach of Nexa is better than Toyota? While, it didn't matter to me, wouldn't Toyota also be the more aspirational brand for a lot of folks? For me, it was also convenient that the Toyota showroom and service centre was just a 5 minute walk from home However, inspite of the above points, my concern about the Glanza is whether Toyota will continue to sell the Glanza as long as Maruti sells the Baleno. Also, in comparison with 18k Balenos being sold a month, are 2k Glanzas good enough for Toyota and Maruti to continue this deal. A point to add is that I was pleasantly surprised by free roadside assistance for 3 years from Toyota. Is this also provided by Maruti/Nexa and other manufacturers now?", 29th December 2020,toyota-glanza-vs-maruti-baleno,Bangalore,58,211
105, blorebuddy , 17:22 ,BHPian,"Booked Glanza because of the following. Toyota Service Center is in 30 kms, Nexa is 70kms away. Slightly cheaper compared to Baleno and also Road Side Assistance is free. Expecting better experience with Toyota compared to Maruti (being Maruti Customer for 14 years now). It's going to be my first ownership experience with Toyota.", 12th January 2021,toyota-glanza-vs-maruti-baleno,Bangalore,594,257
106, di1in , 07:56 ,BHPian,Any idea on whether the service and parts price is higher for Glanza than for Baleno? Wondering how the long term ownership cost would be for these two., 21st February 2021,toyota-glanza-vs-maruti-baleno,Thrissur,510,285
107, BNG-motorhead , 01:19 ,BHPian,Are there any changes made to Glanza that affect performance or fuel economy? Or is it a straight badge replacement. Saw some youtube videos where urban cruisers where giving lower fuel economy than brezzas of the same spec. So thought maybe toyota tunes the engines differently and focus more on reliability, 1st May 2022,toyota-glanza-vs-maruti-baleno,Bangalore,120,184
108, dipen , 19:25 ,Senior - BHPian," Quote: Originally Posted by BNG-motorhead Are there any changes made to Glanza that affect performance or fuel economy? Or is it a straight badge replacement. Saw some Youtube videos where urban cruisers where giving lower fuel economy than brezzas of the same spec. So thought maybe Toyota tunes the engines differently and focus more on reliability 2022 has changes only on the front facia (lights, bumper, alloy design) on the exterior and color changes on the Interior. ECU tuning and everything else remain same. Toyota has better standard warranty of 3 years compared to 2 on the Suzuki though at 4k additional ex-showroom cost so that nullifies or adjusts the cost. Some reports have suggested Toyota pricing the spares slightly higher than Suzuki for the same part. Basically I would suggest to worry about nothing and pick the one whose looks and interior color you prefer. In an event of needing some service, spares; no dealer Maruti - Toyota will refuse to serve you (on goodwill basis) in an outstation event for basic needs. Within City/home limits, while Maruti rules; you have decent coverage for Toyota as well.", 29th May 2022,toyota-glanza-vs-maruti-baleno,mumbai,"2,232",720
109, BNG-motorhead , 19:46 ,BHPian," Quote: Originally Posted by dipen 2022 has changes only on the front facia (lights, bumper, alloy design) on the exterior and color changes on the Interior. ECU tuning and everything else remain same. Toyota has better standard warranty of 3 years compared to 2 on the Suzuki though at 4k additional ex-showroom cost so that nullifies or adjusts the cost. Some reports have suggested Toyota pricing the spares slightly higher than Suzuki for the same part. Basically I would suggest to worry about nothing and pick the one whose looks and interior color you prefer. In an event of needing some service, spares; no dealer Maruti - Toyota will refuse to serve you (on goodwill basis) in an outstation event for basic needs. Within City/home limits, while Maruti rules; you have decent coverage for Toyota as well. Thanks, so its ONLY cosmetic, and nothing under the hood that changed. Like engine tune-up, ecu, other parts are purely lift and shift. How do we double confirm this? toyota would have done something before putting their stamp on it. Even the engine oils used are same? or toyota uses something different?", 30th May 2022,toyota-glanza-vs-maruti-baleno,Bangalore,120,184
110, dipen , 20:09 ,Senior - BHPian," Quote: Originally Posted by BNG-motorhead Thanks, so its ONLY cosmetic, and nothing under the hood that changed. Like engine tune-up, ecu, other parts are purely lift and shift. How do we double confirm this? toyota would have done something before putting their stamp on it. Even the engine oils used are same? or toyota uses something different? Engine oil would remain the same in terms of oe spec. Both Maruti and Toyota could have different brand tie ups though even at dealer level. It would require a lot of testing effort and cost to retune the ecu map etc. A simpler way to be more confident is look at Arai FE numbers. They are exactly same. And yes toyota stamps (read graphics , logo) would be there on the ICE and other places.", 30th May 2022,toyota-glanza-vs-maruti-baleno,mumbai,"2,232",720
111, Dieselritzer , 12:04 ,BHPian,Has anyone fitted Non-OEM brakes to your Glanza? I find the brakes underwhelming., 15th June 2022,toyota-glanza-vs-maruti-baleno,Mumbai,582,"1,410"
112, shankar.balan , 12:23 ,BANNED,"We have a 2019 June Toyota Glanza V (AT). (Dads car). Upon purchasing it, we immediately changed the OEM 195 size Apollo Alnac tyres to 205/55/16 Yokohama Earth 1. This resulted in a step change improvement in ride, handling and braking we found. This year 2022 - a month ago exactly, I changed the tyres again to a brand new set of MRF Perfinza 205/55/16. This resulted in a further incremental step change improvement in ride, handling, reduced road noise, grippiness and braking performance. To directly answer you, I believe the tyres make a world of difference in ones confidence levels under braking, especially on the higher speed highway drives. I would suggest that you consider looking at your tyres once Quote: Originally Posted by Dieselritzer Has anyone fitted Non-OEM brakes to your Glanza? I find the brakes underwhelming. ", 27th June 2022,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
113, KadiNiSikhiya , 12:40 ,BANNED,"I'm currently facing the dilemma of selecting between the base variants of the 2. While I'm yet to visit Toyota outlet, the local NEXA guy gave my the pitch for Baleno. For the Sigma variant, besides the standard cost of Registration and Ex-Showroom price, he quoted 13.5K for extended warranty cover of 5 years/1 lakh KM and Insurance of 32K which includes 1 year full and 2 years of 3rd party. As for booking/wait time he told me that if I opt for White colour the vehicle can be made available within next 2 days whilst in case of other colours such as Blue, there will be waiting period of 1 and half month. Now my question(s) : 1. Is the price for warranty cover justified given the fact that the quoted warranty is standard in case of Glanza ? 2. Is the insurance quoted a good deal, or would it be better to get Insurance from Policy Bazar ? 3. Is there any wait time on Glanza currently? 4. As I intend to keep this vehicle for at least 10 years, the spares and maintenance cost would be lower in which vehicle? 5. Is there any PDI checklist for Baleno/Glanza ? This would be my first vehicle purchase, for myself, so please guide me on Dos and Don'ts too.", 8th July 2022,toyota-glanza-vs-maruti-baleno,Yamuna,65,45
114, KadiNiSikhiya , 18:09 ,BANNED," Quote: Originally Posted by KadiNiSikhiya I'm currently facing the dilemma of selecting between the base variants of the 2. While I'm yet to visit Toyota outlet, the local NEXA guy gave my the pitch for Baleno. For the Sigma variant, besides the standard cost of Registration and Ex-Showroom price, he quoted 13.5K for extended warranty cover of 5 years/1 lakh KM and Insurance of 32K which includes 1 year full and 2 years of 3rd party. As for booking/wait time he told me that if I opt for White colour the vehicle can be made available within next 2 days whilst in case of other colours such as Blue, there will be waiting period of 1 and half month. Now my question(s) : 1. Is the price for warranty cover justified given the fact that the quoted warranty is standard in case of Glanza ? 2. Is the insurance quoted a good deal, or would it be better to get Insurance from Policy Bazar ? 3. Is there any wait time on Glanza currently? 4. As I intend to keep this vehicle for at least 10 years, the spares and maintenance cost would be lower in which vehicle? 5. Is there any PDI checklist for Baleno/Glanza ? This would be my first vehicle purchase, for myself, so please guide me on Dos and Don'ts too. Went to Toyota outlet today and took quote from them. A logistics charge of 5000 was included in it, clarity about which I don't have. 36K for ""Toyota's own insurance"" was suggested as it included 24x7 RSA and Consumables too. Various type of extended warranty covers were also listed out, each covering the previous in a staggered manner. As for delivery, it was promised by 18th of this month, as that's when they'll be having a new lot delivered to them. Now between the 2, it's the warranty cover that differs mainly in terms of tangibles. As for intangible, the customer experience and QoS I got at Toyota was way better than Nexa(the guys there actually try to swindle me for 1500 as registration charges for registering a vehicle in a city whose address proof I don't have). The styling factor is the most polarizing and the deciding factor between the 2. While the exterior of Glanza can be a pain for some, atleast it's what others will have to deal with when you are driving it because interiors, the colour scheme, I found it better in case of Glanza.", 9th July 2022,toyota-glanza-vs-maruti-baleno,Yamuna,65,45
115, KadiNiSikhiya , 19:26 ,BANNED,"Booked Glanza E, will cost 7,40,000/- OTR and expected delivery date is 20th July. Will now be posting in respective threads regarding it's ""Base to Top"" conversion.", 11th July 2022,toyota-glanza-vs-maruti-baleno,Yamuna,65,45
116, BNG-motorhead , 01:02 ,BHPian,"Good luck! I believe this is the manual variant? What all upgrades do you have in mind? Quote: Originally Posted by KadiNiSikhiya Booked Glanza E, will cost 7,40,000/- OTR and expected delivery date is 20th July. Will now be posting in respective threads regarding it's ""Base to Top"" conversion. ", 17th July 2022,toyota-glanza-vs-maruti-baleno,Bangalore,120,184
117, itsmeparvathy9 , 07:17 ,BANNED,"it all depends on looks according to me. if you like the front end of the Toyota Glanza go for it or if the Maruti Suzuki Baleno's front looks appeal to you, go for it.However Toyota offers a better warranty package. The price difference between the lower trims isn't much but the difference increases with the higher trims to around Rs.30,000 ex-showroom. So, value for money vise it's the Baleno for me", 17th July 2022,toyota-glanza-vs-maruti-baleno,Thrissur/Kochi,260,332
118, KadiNiSikhiya , 08:57 ,BANNED,"I have planned its upgrades over a time span and graded them according to importance and personal preference. Phase 1 (Essentials and Safety) 1. Reversing Camera with adaptive guidelines 2. Display for said camera and 2 speakers 3. Floor Mats 4. Boot Mat 5. Mudflaps 6. Door Edge Protectors 7. Vehicle Cover 8. Halogens to LEDs 9. Front and Rear Parking Sensors Budget(30K) Phase 2 (Audio) 1. HU with good DAC 2. Front Components 3. Rear Coaxials 4. Quick Disconnect Sub 5. Class D Amps (smaller size and power efficient) 6. Entire vehicle damping, including floor, doors and roof and boot lid Budget(upto 2 lakh) Phase 3 (Improved function and aesthetics) 1. Upgrade to 16 inchers, Wheels and Rims and Steelies to alloys 2. Fog Lamps 3. Central Console Arm rest 4. Rear AC vents 5. Steering upgrade (Mounted Controls and Cruise Control) 6. Electronic ORVMs 7. 360-Degree Camera 8. Automated HUD (if available at that time) 9. Upholstery upgrade (depends upon their condition at that time) Budget (upto 2 lakh) I'm coming to Glanza from a 2001 Maruti Alto VXi so even in its stock state, the base variant is going to be a huge improvement for me. So while some may feel that I should go for bigger wheels or vehicle damping sooner than yesterday, I intend to savour all what the car has to offer. Phase 1 would be done on the day of delivery itself, locally. For Phase 2, I'm thinking of Motor Concept in Delhi. For Phase 3, which is probably 2 years down the line, I'll need recommendations.", 17th July 2022,toyota-glanza-vs-maruti-baleno,Yamuna,65,45
119, BNG-motorhead , 11:59 ,BHPian," Quote: Originally Posted by KadiNiSikhiya I have planned its upgrades over a time span and graded them according to importance and personal preference. Phase 1 (Essentials and Safety) 1. Reversing Camera with adaptive guidelines 2. Display for said camera and 2 speakers 3. Floor Mats 4. Boot Mat 5. Mudflaps 6. Door Edge Protectors 7. Vehicle Cover 8. Halogens to LEDs 9. Front and Rear Parking Sensors Budget(30K) Phase 2 (Audio) 1. HU with good DAC 2. Front Components 3. Rear Coaxials 4. Quick Disconnect Sub 5. Class D Amps (smaller size and power efficient) 6. Entire vehicle damping, including floor, doors and roof and boot lid Budget(upto 2 lakh) Phase 3 (Improved function and aesthetics) 1. Upgrade to 16 inchers, Wheels and Rims and Steelies to alloys 2. Fog Lamps 3. Central Console Arm rest 4. Rear AC vents 5. Steering upgrade (Mounted Controls and Cruise Control) 6. Electronic ORVMs 7. 360-Degree Camera 8. Automated HUD (if available at that time) 9. Upholstery upgrade (depends upon their condition at that time) Budget (upto 2 lakh) I'm coming to Glanza from a 2001 Maruti Alto VXi so even in its stock state, the base variant is going to be a huge improvement for me. So while some may feel that I should go for bigger wheels or vehicle damping sooner than yesterday, I intend to savour all what the car has to offer. Phase 1 would be done on the day of delivery itself, locally. For Phase 2, I'm thinking of Motor Concept in Delhi. For Phase 3, which is probably 2 years down the line, I'll need recommendations. I like it how your priorities and road map is clear. Goodluck! Personally, I prefer such modifications coming from manufacturers. Nowadays its better than aftermarket with better fit n finish. I cant trust the workmanship outside and its painful to see your cars every part dismantled.", 24th July 2022,toyota-glanza-vs-maruti-baleno,Bangalore,120,184
120, KadiNiSikhiya , 14:44 ,BANNED,"That's why I have kept basic add-on in phase 1 and any issues that crop up down the line, would be rectified in phase 2 as Motor Concept is a quality installer. As for the last phase, I'll have to do groundwork and market research plus make some posts here, bug some folks over PM, for all of which I have at least a year to do. As of now, waiting on the delivery of the vehicle, damned Toyota people haven't even given any delivery date to me, just a promise that it would be delivered before month end, which I highly doubt and will be going over to their outlet tomorrow to give them a piece of my mind.", 24th July 2022,toyota-glanza-vs-maruti-baleno,Yamuna,65,45
121, VPJ74 , 22:20 ,BHPian,Black on Blue is just hideous! Add the same on car seats. The Baleno interior felt dull and dark. Glanza with their 3 year warranty would be my choice., 28th July 2022,toyota-glanza-vs-maruti-baleno,Mumbai,200,194
122, VPJ74 , 13:24 ,BHPian,"I want to share my experience with a Toyota Dealer (Madhuban) in Mumbai regarding the Glanza test drive. I am in the market for a premium Hatchback so considering among others the Baleno and Glanza. The Maruti dealer is a bit far away so I visited the Toyota showroom nearby and looked at the Glanza and Urban Cruiser. I liked the display model of Glanza so asked for a TD. Today, I received a call from the dealer asking about any questions which I might have. I reminded them about the TD and he calmly said that the TD of Glanza is not possible because they don't have a TD car! I was speechless for a while and then asked again. The dealer replied that there is no Glanza TD car made available from Toyota itself, yet! I was too shocked and muttered something like ""how do you expect me to buy a car without TD"" and hung up on him. BTW - I had visited the NEXA showroom a couple of days back and did TD the Baleno AMT. I liked the car but not the interiors, so wanted to take a longer TD from Toyota. I know that there is a huge waitlist on Baleno so a few thoughts: 1. Toyota feels that car is so good that customers don't need a TD. 2. Toyota thinks that serious buyers will TD the car at Maruti so they don't need a TD car. 3. Toyota's attitude and service towards non-Toyota cars is of poor quality and internally they want to discourage its sales. 4. The dealer is lying or is not keen on selling non-Toyota cars or wants to minimise their expenses in selling Glanza/UC etc etc Whatever may be the reason it has left a bad taste in my mouth and dented my trust in the massive Toyota brand. I haven't made a decision about my car but with the above experience and Jazz also dropping out - maybe we are left with only MIAL and Hyundai in the hatchback market.", 29th July 2022,toyota-glanza-vs-maruti-baleno,Mumbai,200,194
123, itsmeparvathy9 , 11:46 ,BANNED," Quote: Originally Posted by VPJ74 Today, I received a call from the dealer asking about any questions which I might have. I reminded them about the TD and he calmly said that the TD of Glanza is not possible because they don't have a TD car! I was speechless for a while and then asked again. The dealer replied that there is no Glanza TD car made available from Toyota itself, yet! I was too shocked and muttered something like ""how do you expect me to buy a car without TD"" and hung up on him. BTW - I had visited the NEXA showroom a couple of days back and did TD the Baleno AMT. I liked the car but not the interiors, so wanted to take a longer TD from Toyota. I know that there is a huge waitlist on Baleno so a few thoughts: 1. Toyota feels that car is so good that customers don't need a TD. 2. Toyota thinks that serious buyers will TD the car at Maruti so they don't need a TD car. 3. Toyota's attitude and service towards non-Toyota cars is of poor quality and internally they want to discourage its sales. 4. The dealer is lying or is not keen on selling non-Toyota cars or wants to minimise their expenses in selling Glanza/UC etc etc Whatever may be the reason it has left a bad taste in my mouth and dented my trust in the massive Toyota brand. I haven't made a decision about my car but with the above experience and Jazz also dropping out - maybe we are left with only MIAL and Hyundai in the hatchback market. I think this may just be the case of the dealership near you, as far as dealerships near me (in Kerala), the dealers are very good and trying hard to sell their products. I was and still am in the market for a good automatic car under 15 lakhs on-road, so just casually enquired via Cardekho and Carwale website, I got a call immediately from the dealer and had a very good experience with the Nippon Toyota dealership, with their sales executives being very friendly and offering me test drives of both the Glanza and the Urban Cruiser in the AMT and AT guise respectively. But the AMT didn't feel great and the new Brezza was just about to launch, but now considering the prices of the Brezza AT, the Urban Cruiser certainly feels Value for Money. Despite the same, I booked a Kia Sonet Diesel AT, considering it is a frugal Diesel AT within my budget, but since their waiting is long, I am looking out for other cars and if I don't find a better buy, I can happily go with the Sonet.", 30th July 2022,toyota-glanza-vs-maruti-baleno,Thrissur/Kochi,260,332
124, s.sriram1989@gm , 01:16 ,BHPian," Quote: Originally Posted by VPJ74 I want to share my experience with a Toyota Dealer (Madhuban) in Mumbai regarding the Glanza test drive. It seems untrue that a company willing to sell its cars in market is unable to provide a test drive. If this was really the case then it should be common all over the country. I would urge you to reach out to the manufacturer directly for arranging a test drive, I am sure you will get a positive response. I did TD of Glanza in Chennai, sales person was calm and patient about all the questions I asked him personally, over phone and in WhatsApp. PS not all salesmen are passionate about their jobs, so look for another dealer.", 31st July 2022,toyota-glanza-vs-maruti-baleno,Chennai,46,68
125, BNG-motorhead , 10:14 ,BHPian," Quote: Originally Posted by shankar.balan We have a 2019 June Toyota Glanza V (AT). (Dads car). Upon purchasing it, we immediately changed the OEM 195 size Apollo Alnac tyres to 205/55/16 Yokohama Earth 1. This resulted in a step change improvement in ride, handling and braking we found. This year 2022 - a month ago exactly, I changed the tyres again to a brand new set of MRF Perfinza 205/55/16. This resulted in a further incremental step change improvement in ride, handling, reduced road noise, grippiness and braking performance. To directly answer you, I believe the tyres make a world of difference in ones confidence levels under braking, especially on the higher speed highway drives. I would suggest that you consider looking at your tyres once I always wondered, what do you do with the 1yr old tyres? isn't it a waste or do dealers buy em back?", 16th August 2022,toyota-glanza-vs-maruti-baleno,Bangalore,120,184
126, OpenRoads , 14:43 ,BHPian,Toyota Glanza looks better. Hence I will go with Glanza. Don't like Maruti styling., 19th August 2022,toyota-glanza-vs-maruti-baleno,KOLKATA,177,425
127, shankar.balan , 13:30 ,BANNED," Quote: Originally Posted by BNG-motorhead I always wondered, what do you do with the 1yr old tyres? isn't it a waste or do dealers buy em back? Sorry just saw this. We sold it back to the dealership and got a pretty good price for these hardly used tyres. It pays to have great, trusted relationships with tyre dealers for sure and my Dad is a master at it.", 31st December 2023,toyota-glanza-vs-maruti-baleno,Bangalore,"11,368","23,077"
